,Unnamed: 0,content,intensity,sentiment
292,292,i feel appropriately disturbed by the project,1,sadness
293,293,i feel like a heap of useless skin,1,sadness
294,294,greys anatomy is so fuckn awesome atm,1,happiness
295,295,i am learning to step back and call it out to not be too proud to admit that yes i am feeling annoyed and yes i should tell you why,1,anger
296,296,i am back to feeling determined,1,happiness
297,297,i am wearing heels i feel more self assured,1,happiness
298,298,i am feeling quite pleasant,2,happiness
299,299,i had applied for a job and they had assured me that the exams would take place a few months later a week later i went to obtain some more information and they told me that the exams had already taken place,1,anger
300,300,i want korean bbq so baddd but no one can come with me,2,sadness
301,301,i feel numb burn with a weak heart so i guess i must be having fun the less we say about it the better make it up as we go along feet on the ground head in the sky its ok i know nothings wrong,1,sadness
302,302,i feel as if i have had enough sleep and have much more vital energy than i have ever had before taking it,1,happiness
303,303,i lt3 my new picture its so pretty with the reflecting sunlight on the leaves,1,happiness
304,304,when i left new york and all my family and my friends behind me,1,sadness
305,305,i feel totally lame but i have no idea what to blog about today,1,sadness
306,306,i feel relieved get a job but i cant lie i feel my free time will be lost slowly then ill work in whole day,1,happiness
307,307,i feel like even though things arent quite resolved with my major i have peace about it still,1,happiness
308,308,i am at the point of feeling resentful toward him and i don t want to be,1,anger
309,309, httptwitpiccom66sbz  thats actually adorable ooh how i miss dude,1,happiness
310,310,someone messing up the room we share,1,anger
311,311,im not feeling too keen on that,1,happiness
312,312, evrytime i listen to the name of tat plce i am reminded of mojojojo from dexters lab,1,happiness
313,313,i hope i feel mellow well fed well slept at peace with myself within this external world,1,happiness
314,314,i went to was to see jreyez back in may just havent been feeling like going out but jenny convinced me to go this time amp after some persuasion i decided to go lol,1,happiness
315,315, taking the souls of your friends and family and watching them die is a nightmare trust me,1,sadness
316,316,aww im glad that im up at this obscenely lateearly hour because i just found out that forest kline is engaged,1,happiness
317,317,skipping school w carleigh today both of us barley got an hr of sleep last nite i got a new bby kitten shes all black,1,happiness
318,318,i feel ashamed to tell somebody that,1,sadness
319,319,i feel groggy today and tired,1,sadness
320,320,i feel contented just hearing him said that hellip,1,happiness
321,321,im feeling proud of my achievement because cutting off my hair was a big freaking ordeal,1,happiness
322,322,at the farm not enjoying cary ann but loving the company,1,happiness
323,323,is in the costume shop cleaning and starving bring me food,1,sadness
324,324,when i was betrayed by a friend and decided to stay apart form her,1,sadness
325,325,i share my small flat with my friend on her birthday we could not see each other until evening because we had to stay at the university all day in the evening i left a lecture before it finished to be able to buy flowers for her when i was at home she called me to tell me that she would stay the night with her boyfriend,1,anger
326,326,i equally feel relieved that i was not a hardcore supporter of them and did not post anything big about them in social media because if i had done that i would have had to undergo plastic surgery and change my name today to hide my face,1,happiness
327,327,tv arrived but cant play cos have to go to stupid work,1,sadness
328,328,i was challenged by the clip where richard gere gives julia roberts money to buy some pretty clothes she walks into an expensive boutique in her work clothes and the condescending staff refuse to serve her and leave her feeling humiliated,1,sadness
329,329,im not feeling particularly generous and ive begun to wonder if your game plan is actually much longer term and not one that has the uk at the core,1,happiness
330,330,i am feeling confident to pursue multiplayer flash games next on my agenda,1,happiness
331,331,i personally feel that url was a little vain and after awhile i started to get irritated by how self centered it sounded,1,sadness
332,332, its because were right,1,sadness
333,333,bored everyone has a social life except me and im babysitting my brothers tonight til 10 and i dunno if ill be allowed out after that,1,sadness
334,334, thanks for havin us overrr,1,happiness
335,335,finding out that the girl i like does not like me,1,sadness
336,336,i feel so hopeless and strange and all i really want is to actually disappear,2,sadness
337,337, i really adore your kpopped site  httpkpoppedcom haha,2,happiness
338,338,i go into work when im feeling low ill only feel worse all or nothing thinking e,1,sadness
339,339,i don t recommend carrying around handfuls of gold jewelry in your backpacks or having it on your person i do think that a few key pieces of fun jewelry are necessary to keep you looking and feeling cute on the road,1,happiness
340,340,i feel like my songs are pretty lame and elementary but they like them,1,sadness
341,341,finding out my name on the list for english lectures,1,happiness
342,342,i felt like i was losing control of my body and it was hard for me to feel calm and positive about that because it wasn t an irrational thought,1,happiness
343,343,i am so excited to meet her honored i get to carry her feel so special each and every time she kicks,1,happiness
344,344,we need to ban together and recognize that we arent always going to agree but thats ok  tcot,1,sadness
345,345,i am just remembering it now and i should have told him it was birthday but i am such a selfish idiot and was feeling jealous of all the people who met nao,1,anger
346,346,i really dont like quinn because i feel like she will just end up hurting barney and i hated the lame ted robin storyline,1,anger
347,347,i didn t want to leave but i didn t before i thanked her parents for trusting me to spend the night and that it made me feel like they respected me,1,happiness
348,348,  youre faking it hahahai kid,1,happiness
349,349,straighening my hair and its not going as straight as i want it to be what a  bummerrr for me,1,happiness
350,350,sigh im getting off the computer now to do even more homework bye,1,sadness
351,351,i may be a bit late this year but im feeling very festive sat by the fire imagination its actually just a hot radiator,3,happiness
352,352,i feel very popular and also a little pressure to keep it up which is exactly what i need,3,happiness
353,353,i think ive buggered up my mobile  ack i am a stubborn arse and refuse to get a new one,1,sadness
354,354,i still feel a craving for sweet food,1,happiness
355,355,i feel a little guilty that we have this exceptional little girl from ethiopia home and in our arms but this blog continues to surround goosey,2,sadness
356,356,i feel so embarrassed of myself for even having the nerve to post them all up for everyone else to read,2,sadness
357,357,i was thinking about going out to dinner but im feeling like i might not be bothered too,1,anger
358,358,i feel so damaged in that i cannot speak,2,sadness
359,359,i woke up yesterday morning wondering if i had hurt my mommys feelings and just had this horrible feeling in my stomach and horrible chest pains,1,sadness
360,360,i have never had a starbucks coffee in my entire life people keep making me jealous,1,sadness
361,361,i feel an eager anticipation,1,happiness
362,362,sigh im going to bed i just dont feel right anymore,1,sadness
363,363,at end of school  function to celebrate  leaving friends who id known for up to 12 years,1,sadness
364,364,i feel when i leave at the end of the day is amazing,1,happiness
365,365,i was feeling super pressed for time the other day i did cut back on the amount of time i meditated but i didn t skip it altogether,2,happiness
366,366,beer garden ipod friday night shame ive got to work tomorrow,1,sadness
367,367,im feeling really lonely and feeling like im missing a part of myself,2,sadness
368,368,i still cant make it for longer than a half hour in the office before feeling awful and having someone drive me home but i feel perfectly fine when im sitting on my butt on the couch all day,1,sadness
369,369,i just feel so disgusted with myself,2,anger
370,370,i feel so isolated cut off out of sinc,2,sadness
371,371,i feel our hearts are treading dangerous territory,1,anger
372,372, okay thanks,1,happiness
373,373,i can literally feel a hateful glare directed at me,1,anger
374,374, dang me too its only a 4 hour drive too bad its my daughters 1st bday party  its hosted by donnie,1,happiness
375,375, thank you  if you like please leave a comment and subscribe   chicago another great musical  thanks for your support,1,happiness
376,376,saying goodbye to a friend,1,sadness
377,377, oh no  im so sorry    i hope youre back on the bike soon,2,sadness
378,378,i feel strongly about amused,1,happiness
379,379,i feel for the kids of troubled homes and i feel for the ones who could change that around,1,sadness
380,380,i didn t feel smug as i added the hardships of the last five years and rounded off the sum to a nice even number,1,happiness
381,381,when i was admitted to the institute i had problems with many people about my applying for this institute and i decided to prove that one can pass excellently without visiting any preparatory couse that is  i proved what i could do on my own,1,happiness
382,382,i feel a bit stressed even though all the things i have going on are fun,2,anger
383,383,finally off work,1,happiness
384,384,ive been feeling a little stupid because i dont know how,2,sadness
385,385,i am feeling generous and i might be giving away a disney gift card on this blog,1,happiness
386,386,i use it as my blog name because it allows me to maintain a certain degree of anonymity without feeling like i m using a fake identity,1,sadness
387,387,you know youre up too late when the tcu nightly scan starts oh well i graduated today,1,happiness
388,388, i wish i could have a pole we got no space for it  maybe i should throw out some furniture and get a pole,1,sadness
389,389,i feel rather pissed off,1,anger
390,390,i have that feeling but idol anime is pretty popular so it could be anything,1,happiness
391,391,having a great time in kc  httptwitpiccom4w3fi,1,happiness
392,392,my last genetices midterm  a decent grade,1,happiness
393,393,im glad that all got cleared up  i lah you  idk why linda hates me though,1,sadness
394,394,i completely lose ability to segregate my feelings with my actions is when they are rude and hurtful to their father and my husband who is also my hero and best friend and heart,1,anger
395,395,bom dia good morning guten morgen i am returning to twitter,1,happiness
396,396,what a bad day 1 of my close relative has died so i wont be going to florida,1,sadness
397,397,at work  oh no its the first day of monthly visitor ahhhhhh,1,sadness
398,398,when i had to undergo the final examination of secondary school i lived together with a girlfriend we both were afraid to fail but it appeard that we both had passed,1,happiness
399,399,archuleta amp cook will arrive in 2 days,1,happiness
400,400,the sun is shining and im off for a driving lesson,1,happiness
401,401,i could not help feeling thatrupert meant to be rude to my father though his words were quite polite,1,anger
402,402,realizing that a friend had been talked into signing a certain contract,1,anger
403,403,the last day of the last time i visit my parents as an unmarried woman  8521589  httpbitlymo0qn  ,1,happiness
404,404,ive continued to feel energetic most of the time and am trying to keep up my times of working out per week did the jillian workout this week and was very sore,2,happiness
405,405,i felt a lot of guilt for not trying harder and finding other solutions to continue breastfeeding much farther past months but as time goes on i feel content knowing i did the best i could with what resources and support i had at the time,1,happiness
406,406,definitely od tiredbut backstagepazzcom is no jokei think i want to be a groupie just so i can tell my tale,1,sadness
407,407,friday night magic last night i lost so bad  i suck at draft,1,sadness
408,408,i passed an exam which i was not sure at all to pass  i rejoyced at the result because the possibility of continuing my studies depended on it,1,happiness
409,409,deceived by other people and ran into trouble,1,sadness
410,410,i have to deal with the fact that society wants everyone to feel like they re in fake love for a couple of days and then we can all forget what emotions are,1,sadness
411,411, is making cupcakes and says i cant have any  kelli youre a bad sister,1,sadness
412,412,  hey lenny we are waiting you in bulgaria again soon the concert last year was omg,1,happiness
413,413,i feel so honoured to receive this from krista know to the blogger world as a href https www,2,happiness
414,414,i almost feel like he was trying to be awkward,1,sadness
415,415,omg i meant  lt3 youre the perfect wolverinesir  hehe,1,happiness
416,416,i feel like the world is just being bitter and cold but its degrees out sunny and bold something went a rye before early tea time and i cant figure it out yet,1,anger
417,417, ellenwhy you got to lie   im so sad rite now,1,sadness
418,418,i did though and woke up feeling terrific,1,happiness
419,419,i did not feel very much convinced of likelihood of dennis weaver to be using cocaine,1,happiness
420,420,an argument among friends in which my opinions on the way to spend spare time were disapproved,1,anger
421,421,is sitting at home wishing that i didnt have to work today ask for it off and still have to work,1,sadness
422,422,i am hoping the running thing works out like the numerous success stories i have accumulated but so far i am not feeling hopeful today,1,happiness
423,423, thank you for the linkvery coolsee you on monday,3,happiness
424,424,i so needed but the feeling of not being empty,1,sadness
425,425,when i pass exams or when a close friend of mine recovered from an illnessetc,1,happiness
426,426,goodnight everyone  happy mothers day to all of the mothers out there,1,happiness
427,427,i hella wanted a sausage mcmuffin but when i gt there breakfast was over,1,anger
428,428,i feel so unimportant insignificant like im slipping through the gaps between his fingers and he doesnt care,2,sadness
429,429,i can feel the gap it feels like rich people status and poor people status,1,happiness
430,430,lots of decisions to makei need an assistantcooknannychauffer lol lol but 4 real,1,sadness
431,431,cant help to look at my twitter page and drool all over my custom bg httptwittercomgalvao,1,happiness
432,432,my parents were having a typical family argument  i came in and saw the scene and became angry,1,anger
433,433,so so happy to be with   she even makes doing laundry wonderful,1,happiness
434,434,i just sank into feeling completely satisfied by the time it was done and oh the sex was super excellent because they had both been dying to get at each other so it had an edge of intensity both times and the build up made it worth the while even beyond how hot it was,1,happiness
435,435, haha same but its gonna be awhile til it comes to sweden i think,1,happiness
436,436,when fired unjustly from a job as casual barperson charged with giving away free drinks not done so and had witnesses to prove it  both patrons and bar staff other staff were supportive,1,anger
437,437,when a thief broke into my house and stole some valuable goods,1,anger
438,438,im a little sad that school ended today im moving so im going to miss all my new friends from this year    just got a hair cut,2,sadness
439,439,im feeling stressed or out of control i regain control by breaking down my particular stressors into minutes segments to devote attention to and then go to it,1,sadness
440,440,when i heard about the treatment of a friend in jail really inhuman i never realised that such things also happen in the netherlands,1,anger
441,441,i feel so unimportant today,1,sadness
442,442,i feel very honored to have been shortlisted within the patient ambassador volunteer category which recognises members of the public and staff who provide outstanding help and support through volunteering or providing patient opinions either on a public partnership forum or on a patients panel,3,happiness
443,443,i bought a new bed for my apt and it squeaks when you move on it i tried to fix it but could not,1,anger
444,444,i hate chemo and the thought of having toxins washing through every single cell and making me feel horrible makes me cringe,1,sadness
445,445,im feeling quite joyful today,1,happiness
446,446,im not going to fix things with ml either by feeling awkward and frustrated and annoyed at some things she does,1,sadness
447,447,i love the feeling of carrying him in my arms and looking at his sweet sleeping face,1,happiness
448,448,im just feeling pissed,1,anger
449,449, i was thinking of changing it but it is a hassle for everyone who follows us so i get to be jason,1,sadness
450,450,im feeling good i increase,1,happiness
451,451,i know that i shouldnt have run around with his dirty socks on a stick like a flag for our friends to see no matter how angry or hurt i was feeling about the dirty laundry that he left me,1,sadness
452,452,i attributed this depression to feeling inadequate against the unrealistic ideals of the lds church and while i still hold those ideals somewhat responsible i recognize this pattern of behavior,1,sadness
453,453,when we rearranged furniture in our flat and got stuck in a chair,1,anger
454,454, daps were the best lol,1,happiness
455,455, i ordered a replacement palm centro cuz my phone got killt i wanted a palm pre but cant afford a data plan,1,sadness
456,456,i feel excited just exams left to freedom m wish me superduperreally luck,1,happiness
457,457,i experience all my normal moods feel annoyed when my year old whines or my baby wants to be held while im making dinner but i no longer feel consumed by these emotions,1,anger
458,458, did you finish twilight i did and i wish it wasnt over,1,sadness
459,459,i wonder if they ever feel any pain or sadness because they always seem lively,1,happiness
460,460,i can feel the ice cold water freezing my insides especially coming in through the bottom of my feet and the numbness starts,1,anger
461,461, i want a massage,1,happiness
462,462,i look at the watch and i feel sad because i have to leave,1,sadness
463,463,finally going to bed after staying up reading the script for quotremember mequot so sad but sooo good happy mothers day to all the mothers,1,sadness
464,464,i feeling im look a like those innocent lame hunting group old dirty hyena so not have any hope and ways to be free of dead,1,happiness
465,465,i feel like i m on the receiving end of a violent attack,1,anger
466,466,ill get my new laptop in 10 more days excited it is dell inspiron  core2duo 20ghz  4gb ddr2  250gb hdd  156 inches screen,1,happiness
467,467,i certainly get worked up about feminist and other issues at times i also have periods of feeling fairly mellow,1,happiness
468,468,i wrote feel there rather than think or believe because i know objectively that i am smart probably smarter than most people but most of the time im more conscious of what i dont know than what i do know,1,happiness
469,469,at a school dance when my supposed best friend kept walking away from me whenever i came near her,1,anger
470,470, it seems totally awesome to me you know two real reasons for celebrating,1,happiness
471,471,i feel totally exhausted and over tired,2,sadness
472,472,got 2 get ready 4 work  would rather be fishing,1,sadness
473,473,i still go out sometimes but when i do i come home and cry i can feel how people look at me they know i am worthless too,1,sadness
474,474,i already went out of my way to be as considerate as possible to others but now i feel like i am being abused,1,sadness
475,475,i am feeling much more relaxed,1,happiness
476,476,receiving a nice present from my parents,1,happiness
477,477,just saw up  it was a cute movie passed by a place called a peasants kitchen wtf that names kinda sad,1,happiness
478,478, we do its been to long i think i have next weekend open when are you going to have the house warming party,1,happiness
479,479,i feel so perverse,1,sadness
480,480,i think i still feel numb,1,sadness
481,481, wat do u mean by killed it  and yes im sure lady gaga did do awsome,1,sadness
482,482, thank you for approving my application at the twa forum honey keep up the good work,1,happiness
483,483,fighting with mum on mothers day,1,sadness
484,484,ugh poor beautiful girl went in for new tires and inspection sticker now theres a 590 repair and still no tires,1,sadness
485,485, serio barroca parabens may the 4th be with you,1,happiness
486,486,i stopped feeling mad that the machine stole my money and chose instead to feel grateful that i have clothes to wash in the first place,1,anger
487,487,i was starting feel a bit regretful for the break up so i thought id write this list to remind me why i broke it off,1,sadness
488,488,aaawww im soooooooo tired today i dont feel good i dont wanna go to work wah  but yeah im goin to work in a few mins til closing,1,sadness
489,489,   woohoo i got the sunbeam caf√ø¬ø¬ω series grinder at eu foods for only 198 epic win,1,happiness
490,490,i feel so special when im wearing this front,2,happiness
491,491,im hungry but cant eat anything right now because my tongue hurts so bad,1,sadness
492,492, yeah i didnt realize how bad it all was till now,1,sadness
493,493,i really do feel giggly,2,happiness
494,494,i was angry about several drivers who showed an aggressive and dangerous driving habit,1,anger
495,495,rip big cup i will miss you,1,sadness
496,496,i know is that i feel fantastic,1,happiness
497,497, omg beckky i love you you shouldve won the 250gs  i was rootin for you hows things going,1,sadness
498,498,i want to find peace because there are so many things going on in the world that affect so many others and i feel selfish for being so sad four years later,2,anger
499,499,i am afraid that i will feel very regretful at that time,3,sadness
500,500,when i watched the tv programme called the living planet and saw the far reaching environmental destruction caused by man,1,sadness
501,501,i know it feels so special,1,happiness
502,502,i felt angry when my motherinlaw did not handle my daughter properly and she fell down from the bed and hurt her head,1,anger
503,503,sooooo i just dropped my phone  dont text or tweet me im currently banging my face against a spike covered poison ivy infested wall,1,sadness
504,504, happy birthday and cheers to pao,1,happiness
505,505,i knew it was the holy spirit at work plus it feels divine in the gooooood way like a massage reassuring me,1,happiness
506,506, thats good to hear  morning,1,happiness
507,507,just had a great study time followed by a delicious japanese meal with arty now trying to get back into the study mood,1,happiness
508,508,i thought i d get enough info to know about the subject but i went home feeling comfident that i could actually do it and keen to get started experimenting,1,happiness
509,509,as of today  and i have been going out for two years best two years ever,1,happiness
510,510,missing the shotgun match because i was guilted into going to the store with the wife,1,sadness
511,511,i feel my blood pound up my back and in my ears and i throw up it hurts point blank and period it hurts,1,sadness
512,512,when i am with friends and i do what pleases me this often happenes,1,happiness
513,513,finally gonna try and fall asleep goodnight more like morn i sleep,1,happiness
514,514,hanging with kevin tomorrow  out goes being productive,1,happiness
515,515,i dreamt of my fathers death while i was at secondary school  i was screaming at the top of my voice and was woken up by my friend  that day i was really sad,2,sadness
516,516,with the job appointments committee when the headmaster in charge explained that a male teacher was more suitable for the particular post  i had more years of service than the male teacher but this was not taken into consideration  i could have been given a less attractive job if things had gone the way the headmaster wanted,1,anger
517,517,a recurrent lovesickness,1,happiness
518,518,i have noticed that if i go with out i start to feel irritated at him or easily annoyed by the things he does i feel this tiny ache inside of me almost unnoticeable the first few days as if a tiny hair had burrowed its way into my foot,1,anger
519,519,a boy i had been admiring so much asked me to go out with him,1,happiness
520,520,i keep waiting for some grand stroke of wisdom and peace to overcome me but all i feel is irritable and bewildered,1,anger
521,521,i was trying not to focus on those feelings and i didn t want to validate my emotional down turns by broadcasting them,1,sadness
522,522,overhear people talking about me and saying that i am stupid,1,anger
523,523, my chick wont shut up  will only stop chirping if i sit with the bloody thing,1,sadness
524,524, thanks,1,happiness
525,525, i dont think they sale ciroc where i staydamnthats just my luck,1,sadness
526,526, oh yeah i know  we met when i was taking out the trash hhaha,1,happiness
527,527,happy mothers day to all the beautiful moms out there  a day to cherish the best women in our lives,1,happiness
528,528,i experience this emotion quite often but the day i was most angry was the day i got pulled up for something i had not done  it happened during my school days i had not spoken a word in class but the monitor had written my name on the board  so i had a remark in my callender which i had to get signed by my parents  this remark resulted in me being spanked,1,anger
529,529,hey  its back    robluketic live gt httpustream2w5v,1,happiness
530,530,happy star wars day everyone  any excuse for a few drinkies eh,1,happiness
531,531,i don t think i could feel more idiotic if i tried,1,sadness
532,532,i have a feeling today is going to be very boring  work  3  till 930,3,sadness
533,533,i haven t seen that side of him for a couple of years now that hes on some medications may be depression is genetic and thats why i feel so shitty all the time,2,sadness
534,534,i feel that the tips given are very useful especially to parents with young kids like me,1,happiness
535,535,i feel the sting of the words as a dull ache and heavy tear ducts not for my miserable highschool life or for having always been the target,1,sadness
536,536,succeeding in helping others,1,happiness
537,537,is drinking yay,1,happiness
538,538,i once failed a test miserably and my friend did very well and someone made a nasty comment while comparing me to my friend,3,anger
539,539,the stories about the way my grandmother treated my mother,1,anger
540,540,i feel respected and such,1,happiness
541,541,i feel artistic a href http boredwithquinn,1,happiness
542,542,i must not be left to feel foolish lost unhappy and with distaste,1,sadness
543,543,im now and still addicted to the way living a healthy and fit lifestyle makes me feel energetic confident strong and youthful on a daily basis,1,happiness
544,544,someone stole my ski at vitosha and of course i was the one to be blamed i left them without supervision,1,anger
545,545,i can t help but feel considerate towards others,1,happiness
546,546,i have wanted to perhaps convey my feelings of a matter instead of my thoughts and have rejected it because i have thought feelings in the matter irrelevant,1,sadness
547,547, but i know i cant,1,sadness
548,548,sulking at home while it rained was poor strategy  now im watching the sun shine from a desk in the robarts reference room,1,sadness
549,549, i knowww yur mother is being a bitch and she doesnt want to take me to the movies  bitch,1,sadness
550,550,i set out on foot i feel comparatively strong light and free,1,happiness
551,551, i listen to it alot at work  damn good show,1,happiness
552,552,i feel so respected now,2,happiness
553,553,  i care about eurovision and yes they have a 50 jurybased vote this year  eurovision2009,1,happiness
554,554, thankies btw what part of scotland do you live in i never got to visit the uk at all when i lived in europe,1,happiness
555,555, an elephant lol try painting it from the back,1,happiness
556,556,i am restless i feel lethargic and rudderless,1,sadness
557,557,i can feel my stomach aching and grumbling,1,sadness
558,558, well yes lol   i had a chat with them earlier  there just not willing to learn anything else,1,sadness
559,559,hes back oh noes have you missed me  work has been insane and the band has really taken off so i havent had a moment to myself,1,sadness
560,560,i randomly heard this and ever since then watching the video has been a delight and the music just makes me feel as jolly in reference,1,happiness
561,561,sh t im getting even more sad im currently at the library and j think itll be the last one tooooo,1,sadness
562,562,i feel like my dream of being a good guitarist and playing with other musicians was just a prideful dream,1,happiness
563,563,time for bedgot some learning to do tomorrow with an early start  night night good people xxx,1,happiness
564,564,what is love baby dont hurt me dont hurt me no more i want to watch night at the ruxbury right now,1,sadness
565,565,i love the dreambears i want a gay best friend,1,happiness
566,566,tired tired tired didnt sleep well last night   thought too much slept not much glad that its almost weekend,1,sadness
567,567, no  their playing in stpete but its been sold out for months im trying to go to the orlando one  i live in stpete lol,1,sadness
568,568,i only watch about television shows regularly and even those feel like a time commitment that pulls on me when i just want to be entertained,1,happiness
569,569,i went to work like normal and didnt feel bad in any way shape or form,1,sadness
570,570,i feel like screaming and if she was ugly,1,sadness
571,571,waiting for danny to text me back  xoxo,1,sadness
572,572,i was terribly upset when my kitten got hit by a car he didnt die but for several weeks we thought he might have to be put down,3,sadness
573,573,passed the last exam,1,happiness
574,574,i hunger for anything i feel ferocious like a tiger,1,anger
575,575,i walk in the door to my house i feel happy,1,happiness
576,576,i know nothing is going to change even i feel very envious to these people but i cant stop feeling jealous to these people because its a human beings instinct to act so,1,anger
577,577,im all about helping people integrate their feelings thoughts and actions through creative expression,1,happiness
578,578,the time when my sister had her first baby i was so happy and joyous because she stayed for two days after marriage before she had a child,2,happiness
579,579,we hitch hiked our way back from a town rather drunk  we were dropped in another town which was unknown to us  i needed to urinate so i did it on a wall which turned out to belong to the military headquarters  they arrested me and made me pay a fine of 500 pts  we had to go home on foot 6 km since it was too late for anyone to give us a lift,1,anger
580,580,i feel whiney winey lush lush i just know everyone thinks im scummy and annoying,1,sadness
581,581,i have found myself a lot lately i feel discouraged about many things in life,1,sadness
582,582,o dios acaban de tocar the pains of being pure at heart en el primavera sound  life is not fair,1,sadness
583,583,i heard friends grumbling at me in an adjoining room although they had behaved in a friendly way when i was present,1,anger
584,584,i apologise if the pictures are not very good quality but if youre stuck for ideas feel free to check out the websites in the captions,1,happiness
585,585,morning all up and about and about to wash the car remind me why did i choose white again  httpbitlyy92mb,1,sadness
586,586,i feel like if i train smart and take it easy i will be back to my former self in no time,1,happiness
587,587,i me still feeling cold from the swim which doesnt really count as one earlier on,1,anger
588,588,when a teacher tells a story which isnt true it only reflects his way of interpreting reality,1,anger
589,589,i never thought id feel at peace about our tragic parting im pleased to say that today i am,1,sadness
590,590, ive had  for a while now just in case and yeah i start work there again tomorrow very excited,3,happiness
591,591,i got a feeling however are still popular songs,1,happiness
592,592,when my father married a certain lady the reception was held at kasungu town hall,1,happiness
593,593,feels accomplished  she got a lot done today httpplurkcompstns9,1,happiness
594,594, its really cool no im on a pc now i dont have a mac  well i do but its ooooooooold  i do have an iphone tho,1,happiness
595,595, yes i am,1,happiness
596,596,i feel as messy as my room,1,sadness
597,597,my mother carried on using mental pressure concerning something which was serious and a real burden to me,1,anger
598,598,i still feel like the debate was vicious on both sides,1,anger
599,599, yes,1,happiness
600,600,i feel like i have a plan that will make me happy and allow me to help my family better in so many ways,1,happiness
601,601,i only talk when i feel like i have something valuable to say,1,happiness
602,602,i do feel proud and happy and also very grateful to all who read me,3,happiness
603,603,the sunset view is so beautiful from my room,1,happiness
604,604,i feel so peaceful so i know i made the right decision,1,happiness
605,605,i will usually tell him that i was feeling frustrated for whatever reason and ask him to help me fix it,1,anger
606,606,i feel rejected and i cant find what ive left behind,1,sadness
607,607, im giving my sis a show at my crib sunday shes an incredible jewelry designer but youll be gone,1,sadness
608,608,sighits always so sad when you watch the series finaleno more green wing left to watch,2,sadness
609,609, well it sounds delicious ill be laying out on my patio tom sans pool  enjoy your burgers,1,happiness
610,610,the doggy is sad  cheer up jessie,1,sadness
611,611, i really ought to pay more attention to my phone tweets sure the more moives the better,1,happiness
612,612,i cant explain how proud of him i am and the feeling of seeing him so determined each time to win,1,happiness
613,613,i felt joyful then it subsided now i feel joyful again,1,happiness
614,614, awww thts no good hunim having the worst day as im sick as,1,sadness
615,615,being elected as class leader,1,happiness
616,616,i left the game feeling a little devastated and sat contemplating my choices for some time afterwards,1,sadness
617,617,i feel i have a lot of strong points concerning the economy unemployment debt and other options,1,happiness
618,618,i admire her and feel like even though shes gorgeous and talented she hasnt succumbed to the hollywood pressures like a lot of a listers have,1,happiness
619,619,i feel some type of way cause im not talkin to anyone,1,sadness
620,620,it happened that my brother promised to give me money for school and then he told me that he had failed to fulfil his promise a day before school started i became so angry for i thought my future would be ruined,2,anger
621,621,im feeling discontent with my sex life i feel like crying like venting about it,1,sadness
622,622,happy star wars day may the 4th be with you,1,happiness
623,623,its so windy and raining harder then the day before today   bye bye if the power gos out,1,sadness
624,624,i feel lousy on what happen,1,sadness
625,625,i plan to share my everyday life stories traveling adventures inspirations and handmade creations with you and hope you will also feel inspired,1,happiness
626,626,im going through life feeling now rather than being totally numb,2,sadness
627,627, noticed that yesterday tooim actually really happy about that  startrek,1,happiness
628,628,i feel really pathetic confronted with some,2,sadness
629,629, butlers watching dr farmer rock out w the hispanic jimmy hendrix  drinking cosmos,1,happiness
630,630,got out of work late lame busy day,1,sadness
631,631,still working on my moms mothers day giftshh its a slideshow,1,happiness
632,632,i feel so deeply honoured to be able to offer these activations and i have made extra times available for sessions after the full moon next week as we move into the dark moon and then build up to the eclipse a natural time of bringing what needs to be examined to the surface of our lives,2,happiness
633,633,i sure feel triumphant lately,1,happiness
634,634,i also think its because im so afraid of feeling victimized again,1,sadness
635,635,just had the first liein in months  it was great now for mooching about the house,1,happiness
636,636,i really feel pissed off as i want to spend more time with you,2,anger
637,637,finally started twittering got to keep up so downgrade from full colour pictures etc to simple small sized text messages,1,happiness
638,638,i feel like kierkegaard a hated and lonely philosopher,1,anger
639,639,i feel most vigorous while inspiration and motivation grip at my consciousness are also the times when physically i feel most dispirited,1,happiness
640,640,ive posted ive been feeling the casual vibe when it comes to dressing,1,happiness
641,641,i feel like i want to make something but the house is so messy and i am still finishing up christmas gift knitting,1,sadness
642,642,phone is still blocked only my fav 5 can cll me,1,sadness
643,643,i feel wholly inadequate to the task before me,1,sadness
644,644,when i got 2130 points in an exam of statistics the result was unexpected and it made me realize that statistics do not surpass my abilities as i have sometimes thought,1,happiness
645,645,i lt3 rupert grintamp of the boy ive accepted tht i do fancy him  but im certain he doesnt feel the same so its not worth telling him,1,sadness
646,646,i feel bothered at the fact that some of us have been given so many chances but i don t see the least bit of appreciation and utter gratefulness downright from their souls,1,anger
647,647, she is good so gorjuz yea i kno i asked her yesterday when we were at tha hospital if she talked to u and she said no,1,happiness
648,648,i just feel like a smarter more well rounded person because of it,1,happiness
649,649,a exboyfriend tried to prejudice me before my fianct and his family saying things about me that let his family worried we had to postpone our wedding and we were already using our wedding rings to be honest i didnt feel just anger i felt hate,1,anger
650,650, hahaha this is super late but thank you,1,sadness
651,651,i feel like i was a rude ass hole at hookah,1,anger
652,652,i do however feel a lot more isolated and distant to many of those i call friends,1,sadness
653,653,i might do some self analysis just to maybe show you all how to do it yourselves if you want to or i ll talk about certain activities or exercises that will help you feel better or become a better person,1,happiness
654,654,ps i got ben button today completes my best picture nomsgot all 5 now it was a great year,1,happiness
